ticket_id,ticket_text,category,priority,channel,affected_users,clean_text
TCK-1348,Report export fails with server error. The request came through web form from a enterprise. The customer is confused because nice to have. Affected users: 3. This is affecting our daily workflow.,Technical Issue,Low,web form,3,report export fails server error request came through web form enterprise customer confused because nice affected users affecting daily workflow
TCK-1506,Cannot update profile and organization details. The request came through email from a education team. The customer is concerned because security concern. Affected users: 10. This is affecting our daily workflow.,Account,High,email,10,cannot update profile organization details request came through email education team customer concerned because security concern affected users 10 affecting daily workflow
TCK-1709,Question about product features and limits. The request came through chat from a education team. The customer is frustrated because future reference. Affected users: 1. We need a clear update from support.,General Query,Low,chat,1,question about product features limits request came through chat education team customer frustrated because future reference affected users need clear update support
TCK-1665,Need guidance on choosing the right package. The request came through mobile app from a retail business. The customer is confused because customers affected. Affected users: 10. This is affecting our daily workflow.,General Query,High,mobile app,10,need guidance choosing right package request came through mobile app retail business customer confused because customers affected affected users 10 affecting daily workflow
TCK-1648,Where can I find documentation for reports. The request came through web form from a enterprise. The customer is blocked because security concern. Affected users: 2. We need a clear update from support.,General Query,High,web form,2,where can find documentation reports request came through web form enterprise customer blocked because security concern affected users need clear update support
TCK-1614,Need guidance on choosing the right package. The request came through mobile app from a startup. The customer is frustrated because needs attention. Affected users: 5. Please share the next steps.,General Query,Medium,mobile app,5,need guidance choosing right package request came through mobile app startup customer frustrated because needs attention affected users share next steps
TCK-1607,Where can I find documentation for reports. The request came through web form from a enterprise. The customer is frustrated because when possible. Affected users: 1. Let us know if you need more information.,General Query,Low,web form,1,where can find documentation reports request came through web form enterprise customer frustrated because when possible affected users let us know if need more information
TCK-1557,Question about product features and limits. The request came through email from a retail business. The customer is concerned because urgent. Affected users: 2. We need a clear update from support.,General Query,High,email,2,question about product features limits request came through email retail business customer concerned because urgent affected users need clear update support
TCK-1578,Where can I find documentation for reports. The request came through chat from a education team. The customer is blocked because urgent. Affected users: 1. Can your team help us resolve this?,General Query,High,chat,1,where can find documentation reports request came through chat education team customer blocked because urgent affected users can your team help us resolve
TCK-1086,Unable to download receipt for annual plan. The request came through web form from a education team. The customer is blocked because minor question. Affected users: 1. Let us know if you need more information.,Billing,Low,web form,1,unable download receipt annual plan request came through web form education team customer blocked because minor question affected users let us know if need more information
TCK-1243,Application crashes when uploading a large csv file. The request came through web form from a agency. The customer is blocked because small clarification. Affected users: 2. We need a clear update from support.,Technical Issue,Low,web form,2,application crashes when uploading large csv file request came through web form agency customer blocked because small clarification affected users need clear update support
TCK-1160,Need refund for duplicate subscription charge. The request came through mobile app from a startup. The customer is waiting because important. Affected users: 5. This is affecting our daily workflow.,Billing,Medium,mobile app,5,need refund duplicate subscription charge request came through mobile app startup customer waiting because important affected users affecting daily workflow
TCK-1525,Cannot update profile and organization details. The request came through web form from a enterprise. The customer is waiting because nice to have. Affected users: 25. Please share the next steps.,Account,Low,web form,25,cannot update profile organization details request came through web form enterprise customer waiting because nice affected users 25 share next steps
TCK-1036,Payment failed but money was deducted from bank account. The request came through help desk from a education team. The customer is frustrated because customers affected. Affected users: 25. This is affecting our daily workflow.,Billing,High,help desk,25,payment failed but money deducted bank account request came through help desk education team customer frustrated because customers affected affected users 25 affecting daily workflow
TCK-1541,Question about product features and limits. The request came through email from a enterprise. The customer is confused because before tomorrow. Affected users: 10. This is affecting our daily workflow.,General Query,Medium,email,10,question about product features limits request came through email enterprise customer confused because before tomorrow affected users 10 affecting daily workflow
TCK-1171,Card charged twice for the same billing cycle. The request came through help desk from a education team. The customer is concerned because production blocked. Affected users: 25. We need a clear update from support.,Billing,High,help desk,25,card charged twice same billing cycle request came through help desk education team customer concerned because production blocked affected users 25 need clear update support
TCK-1616,Do you support custom onboarding for teams. The request came through email from a retail business. The customer is blocked because not urgent. Affected users: 3. We need a clear update from support.,General Query,Low,email,3,do support custom onboarding teams request came through email retail business customer blocked because not urgent affected users need clear update support
TCK-1608,Question about product features and limits. The request came through help desk from a startup. The customer is confused because future reference. Affected users: 1. This is affecting our daily workflow.,General Query,Low,help desk,1,question about product features limits request came through help desk startup customer confused because future reference affected users affecting daily workflow
TCK-1677,Need information about available pricing plans. The request came through chat from a education team. The customer is confused because partial outage. Affected users: 3. We need a clear update from support.,General Query,Medium,chat,3,need information about available pricing plans request came through chat education team customer confused because partial outage affected users need clear update support
TCK-1096,Tax details are missing from the latest invoice. The request came through mobile app from a retail business. The customer is waiting because needs attention. Affected users: 3. Please share the next steps.,Billing,Medium,mobile app,3,tax details missing latest invoice request came through mobile app retail business customer waiting because needs attention affected users share next steps
TCK-1564,Do you support custom onboarding for teams. The request came through mobile app from a agency. The customer is frustrated because affecting team. Affected users: 2. Let us know if you need more information.,General Query,Medium,mobile app,2,do support custom onboarding teams request came through mobile app agency customer frustrated because affecting team affected users let us know if need more information
TCK-1241,Report export fails with server error. The request came through web form from a education team. The customer is confused because before tomorrow. Affected users: 5. Can your team help us resolve this?,Technical Issue,Medium,web form,5,report export fails server error request came through web form education team customer confused because before tomorrow affected users can your team help us resolve
TCK-1575,Need guidance on choosing the right package. The request came through email from a startup. The customer is waiting because needs attention. Affected users: 1. Can your team help us resolve this?,General Query,Medium,email,1,need guidance choosing right package request came through email startup customer waiting because needs attention affected users can your team help us resolve
TCK-1461,Need to change account owner for the workspace. The request came through web form from a agency. The customer is waiting because small clarification. Affected users: 3. Please share the next steps.,Account,Low,web form,3,need change account owner workspace request came through web form agency customer waiting because small clarification affected users share next steps
TCK-1554,Do you support custom onboarding for teams. The request came through email from a retail business. The customer is waiting because not urgent. Affected users: 10. Let us know if you need more information.,General Query,Low,email,10,do support custom onboarding teams request came through email retail business customer waiting because not urgent affected users 10 let us know if need more information
TCK-1631,Need information about available pricing plans. The request came through web form from a enterprise. The customer is concerned because cannot access. Affected users: 1. Can your team help us resolve this?,General Query,High,web form,1,need information about available pricing plans request came through web form enterprise customer concerned because cannot access affected users can your team help us resolve
TCK-1207,Application crashes when uploading a large csv file. The request came through chat from a agency. The customer is concerned because workflow delayed. Affected users: 25. Please share the next steps.,Technical Issue,Medium,chat,25,application crashes when uploading large csv file request came through chat agency customer concerned because workflow delayed affected users 25 share next steps
TCK-1393,User invite link expired before activation. The request came through mobile app from a agency. The customer is blocked because needs attention. Affected users: 1. This is affecting our daily workflow.,Account,Medium,mobile app,1,user invite link expired before activation request came through mobile app agency customer blocked because needs attention affected users affecting daily workflow
TCK-1398,Unable to reset password using registered email. The request came through email from a retail business. The customer is confused because minor question. Affected users: 80. Can your team help us resolve this?,Account,Low,email,80,unable reset password using registered email request came through email retail business customer confused because minor question affected users 80 can your team help us resolve
TCK-1609,Can you explain how the trial period works. The request came through mobile app from a retail business. The customer is concerned because partial outage. Affected users: 2. This is affecting our daily workflow.,General Query,Medium,mobile app,2,can explain how trial period works request came through mobile app retail business customer concerned because partial outage affected users affecting daily workflow
TCK-1218,Integration webhook is not sending payloads. The request came through web form from a retail business. The customer is blocked because small clarification. Affected users: 3. Please share the next steps.,Technical Issue,Low,web form,3,integration webhook not sending payloads request came through web form retail business customer blocked because small clarification affected users share next steps
TCK-1005,Card charged twice for the same billing cycle. The request came through email from a education team. The customer is blocked because not urgent. Affected users: 25. This is affecting our daily workflow.,Billing,Low,email,25,card charged twice same billing cycle request came through email education team customer blocked because not urgent affected users 25 affecting daily workflow
TCK-1642,Need information about available pricing plans. The request came through web form from a startup. The customer is waiting because important. Affected users: 1. Can your team help us resolve this?,General Query,Medium,web form,1,need information about available pricing plans request came through web form startup customer waiting because important affected users can your team help us resolve
TCK-1547,Question about product features and limits. The request came through email from a agency. The customer is confused because business critical. Affected users: 2. We need a clear update from support.,General Query,High,email,2,question about product features limits request came through email agency customer confused because business critical affected users need clear update support
TCK-1099,Tax details are missing from the latest invoice. The request came through chat from a retail business. The customer is concerned because future reference. Affected users: 2. This is affecting our daily workflow.,Billing,Low,chat,2,tax details missing latest invoice request came through chat retail business customer concerned because future reference affected users affecting daily workflow
TCK-1574,Need guidance on choosing the right package. The request came through mobile app from a agency. The customer is concerned because business critical. Affected users: 25. Can your team help us resolve this?,General Query,High,mobile app,25,need guidance choosing right package request came through mobile app agency customer concerned because business critical affected users 25 can your team help us resolve
TCK-1407,Two factor authentication code is not working. The request came through mobile app from a enterprise. The customer is blocked because customers affected. Affected users: 2. Can your team help us resolve this?,Account,High,mobile app,2,two factor authentication code not working request came through mobile app enterprise customer blocked because customers affected affected users can your team help us resolve
TCK-1503,Please remove inactive users from our account. The request came through help desk from a startup. The customer is blocked because needs attention. Affected users: 1. We need a clear update from support.,Account,Medium,help desk,1,remove inactive users account request came through help desk startup customer blocked because needs attention affected users need clear update support
TCK-1048,Need refund for duplicate subscription charge. The request came through mobile app from a retail business. The customer is blocked because not urgent. Affected users: 1. Can your team help us resolve this?,Billing,Low,mobile app,1,need refund duplicate subscription charge request came through mobile app retail business customer blocked because not urgent affected users can your team help us resolve
TCK-1033,Tax details are missing from the latest invoice. The request came through help desk from a enterprise. The customer is frustrated because security concern. Affected users: 1. Please share the next steps.,Billing,High,help desk,1,tax details missing latest invoice request came through help desk enterprise customer frustrated because security concern affected users share next steps
TCK-1201,API returns timeout error during order sync. The request came through mobile app from a startup. The customer is blocked because customers affected. Affected users: 1. This is affecting our daily workflow.,Technical Issue,High,mobile app,1,api returns timeout error during order sync request came through mobile app startup customer blocked because customers affected affected users affecting daily workflow
TCK-1135,Invoice amount is incorrect after plan renewal. The request came through email from a education team. The customer is blocked because cannot access. Affected users: 5. Please share the next steps.,Billing,High,email,5,invoice amount incorrect after plan renewal request came through email education team customer blocked because cannot access affected users share next steps
TCK-1028,Invoice amount is incorrect after plan renewal. The request came through chat from a agency. The customer is frustrated because security concern. Affected users: 10. Can your team help us resolve this?,Billing,High,chat,10,invoice amount incorrect after plan renewal request came through chat agency customer frustrated because security concern affected users 10 can your team help us resolve
TCK-1633,Need information about available pricing plans. The request came through help desk from a startup. The customer is frustrated because nice to have. Affected users: 5. This is affecting our daily workflow.,General Query,Low,help desk,5,need information about available pricing plans request came through help desk startup customer frustrated because nice affected users affecting daily workflow
TCK-1231,Mobile app freezes on the login screen. The request came through help desk from a startup. The customer is concerned because security concern. Affected users: 1. Please share the next steps.,Technical Issue,High,help desk,1,mobile app freezes login screen request came through help desk startup customer concerned because security concern affected users share next steps
TCK-1490,Unable to reset password using registered email. The request came through chat from a agency. The customer is blocked because important. Affected users: 3. Please share the next steps.,Account,Medium,chat,3,unable reset password using registered email request came through chat agency customer blocked because important affected users share next steps
TCK-1379,Unable to reset password using registered email. The request came through help desk from a agency. The customer is waiting because revenue impact. Affected users: 1. We need a clear update from support.,Account,High,help desk,1,unable reset password using registered email request came through help desk agency customer waiting because revenue impact affected users need clear update support
TCK-1289,Mobile app freezes on the login screen. The request came through web form from a startup. The customer is frustrated because urgent. Affected users: 1. Can your team help us resolve this?,Technical Issue,High,web form,1,mobile app freezes login screen request came through web form startup customer frustrated because urgent affected users can your team help us resolve
TCK-1419,Unable to reset password using registered email. The request came through email from a agency. The customer is frustrated because partial outage. Affected users: 1. Let us know if you need more information.,Account,Medium,email,1,unable reset password using registered email request came through email agency customer frustrated because partial outage affected users let us know if need more information
TCK-1392,Need to change account owner for the workspace. The request came through mobile app from a startup. The customer is frustrated because future reference. Affected users: 10. This is affecting our daily workflow.,Account,Low,mobile app,10,need change account owner workspace request came through mobile app startup customer frustrated because future reference affected users 10 affecting daily workflow
TCK-1593,Do you support custom onboarding for teams. The request came through help desk from a startup. The customer is frustrated because nice to have. Affected users: 3. We need a clear update from support.,General Query,Low,help desk,3,do support custom onboarding teams request came through help desk startup customer frustrated because nice affected users need clear update support
TCK-1499,Need to change account owner for the workspace. The request came through email from a startup. The customer is waiting because not urgent. Affected users: 25. Let us know if you need more information.,Account,Low,email,25,need change account owner workspace request came through email startup customer waiting because not urgent affected users 25 let us know if need more information
TCK-1139,Need refund for duplicate subscription charge. The request came through web form from a enterprise. The customer is waiting because partial outage. Affected users: 2. Let us know if you need more information.,Billing,Medium,web form,2,need refund duplicate subscription charge request came through web form enterprise customer waiting because partial outage affected users let us know if need more information
TCK-1063,Invoice amount is incorrect after plan renewal. The request came through mobile app from a enterprise. The customer is confused because needs attention. Affected users: 2. We need a clear update from support.,Billing,Medium,mobile app,2,invoice amount incorrect after plan renewal request came through mobile app enterprise customer confused because needs attention affected users need clear update support
TCK-1472,Cannot update profile and organization details. The request came through email from a agency. The customer is confused because not urgent. Affected users: 80. Can your team help us resolve this?,Account,Low,email,80,cannot update profile organization details request came through email agency customer confused because not urgent affected users 80 can your team help us resolve
TCK-1129,Need refund for duplicate subscription charge. The request came through web form from a startup. The customer is frustrated because small clarification. Affected users: 1. This is affecting our daily workflow.,Billing,Low,web form,1,need refund duplicate subscription charge request came through web form startup customer frustrated because small clarification affected users affecting daily workflow
TCK-1700,Can you explain how the trial period works. The request came through mobile app from a retail business. The customer is confused because small clarification. Affected users: 2. Let us know if you need more information.,General Query,Low,mobile app,2,can explain how trial period works request came through mobile app retail business customer confused because small clarification affected users let us know if need more information
TCK-1521,Cannot update profile and organization details. The request came through chat from a agency. The customer is confused because workflow delayed. Affected users: 5. Can your team help us resolve this?,Account,Medium,chat,5,cannot update profile organization details request came through chat agency customer confused because workflow delayed affected users can your team help us resolve
TCK-1065,Unable to download receipt for annual plan. The request came through mobile app from a enterprise. The customer is waiting because not urgent. Affected users: 3. Let us know if you need more information.,Billing,Low,mobile app,3,unable download receipt annual plan request came through mobile app enterprise customer waiting because not urgent affected users let us know if need more information
TCK-1015,Payment failed but money was deducted from bank account. The request came through help desk from a education team. The customer is waiting because business critical. Affected users: 1. Can your team help us resolve this?,Billing,High,help desk,1,payment failed but money deducted bank account request came through help desk education team customer waiting because business critical affected users can your team help us resolve
TCK-1157,Payment failed but money was deducted from bank account. The request came through chat from a agency. The customer is waiting because partial outage. Affected users: 3. Let us know if you need more information.,Billing,Medium,chat,3,payment failed but money deducted bank account request came through chat agency customer waiting because partial outage affected users let us know if need more information
TCK-1041,Payment failed but money was deducted from bank account. The request came through chat from a agency. The customer is waiting because nice to have. Affected users: 1. Can your team help us resolve this?,Billing,Low,chat,1,payment failed but money deducted bank account request came through chat agency customer waiting because nice affected users can your team help us resolve
TCK-1493,Two factor authentication code is not working. The request came through web form from a startup. The customer is frustrated because small clarification. Affected users: 3. We need a clear update from support.,Account,Low,web form,3,two factor authentication code not working request came through web form startup customer frustrated because small clarification affected users need clear update support
TCK-1380,Need to change account owner for the workspace. The request came through help desk from a enterprise. The customer is frustrated because cannot access. Affected users: 1. Can your team help us resolve this?,Account,High,help desk,1,need change account owner workspace request came through help desk enterprise customer frustrated because cannot access affected users can your team help us resolve
TCK-1188,Mobile app freezes on the login screen. The request came through chat from a startup. The customer is blocked because security concern. Affected users: 25. Can your team help us resolve this?,Technical Issue,High,chat,25,mobile app freezes login screen request came through chat startup customer blocked because security concern affected users 25 can your team help us resolve
TCK-1217,API returns timeout error during order sync. The request came through help desk from a education team. The customer is waiting because partial outage. Affected users: 10. Let us know if you need more information.,Technical Issue,Medium,help desk,10,api returns timeout error during order sync request came through help desk education team customer waiting because partial outage affected users 10 let us know if need more information
TCK-1053,Payment failed but money was deducted from bank account. The request came through web form from a enterprise. The customer is waiting because revenue impact. Affected users: 1. Let us know if you need more information.,Billing,High,web form,1,payment failed but money deducted bank account request came through web form enterprise customer waiting because revenue impact affected users let us know if need more information
TCK-1338,Dashboard is loading slowly after the latest update. The request came through mobile app from a agency. The customer is waiting because customers affected. Affected users: 3. We need a clear update from support.,Technical Issue,High,mobile app,3,dashboard loading slowly after latest update request came through mobile app agency customer waiting because customers affected affected users need clear update support
TCK-1296,Integration webhook is not sending payloads. The request came through web form from a education team. The customer is confused because needs attention. Affected users: 3. Please share the next steps.,Technical Issue,Medium,web form,3,integration webhook not sending payloads request came through web form education team customer confused because needs attention affected users share next steps
TCK-1252,Integration webhook is not sending payloads. The request came through email from a education team. The customer is frustrated because small clarification. Affected users: 3. Let us know if you need more information.,Technical Issue,Low,email,3,integration webhook not sending payloads request came through email education team customer frustrated because small clarification affected users let us know if need more information
TCK-1462,Please remove inactive users from our account. The request came through chat from a agency. The customer is blocked because before tomorrow. Affected users: 3. Let us know if you need more information.,Account,Medium,chat,3,remove inactive users account request came through chat agency customer blocked because before tomorrow affected users let us know if need more information
TCK-1456,Unable to reset password using registered email. The request came through mobile app from a enterprise. The customer is blocked because customers affected. Affected users: 10. This is affecting our daily workflow.,Account,High,mobile app,10,unable reset password using registered email request came through mobile app enterprise customer blocked because customers affected affected users 10 affecting daily workflow
TCK-1718,Need guidance on choosing the right package. The request came through email from a agency. The customer is concerned because not urgent. Affected users: 5. We need a clear update from support.,General Query,Low,email,5,need guidance choosing right package request came through email agency customer concerned because not urgent affected users need clear update support
TCK-1270,Integration webhook is not sending payloads. The request came through help desk from a enterprise. The customer is frustrated because needs attention. Affected users: 2. Can your team help us resolve this?,Technical Issue,Medium,help desk,2,integration webhook not sending payloads request came through help desk enterprise customer frustrated because needs attention affected users can your team help us resolve
TCK-1202,Application crashes when uploading a large csv file. The request came through mobile app from a enterprise. The customer is blocked because partial outage. Affected users: 5. Please share the next steps.,Technical Issue,Medium,mobile app,5,application crashes when uploading large csv file request came through mobile app enterprise customer blocked because partial outage affected users share next steps
TCK-1162,Card charged twice for the same billing cycle. The request came through email from a startup. The customer is frustrated because cannot access. Affected users: 3. Let us know if you need more information.,Billing,High,email,3,card charged twice same billing cycle request came through email startup customer frustrated because cannot access affected users let us know if need more information
TCK-1556,Do you support custom onboarding for teams. The request came through chat from a agency. The customer is confused because before tomorrow. Affected users: 1. Can your team help us resolve this?,General Query,Medium,chat,1,do support custom onboarding teams request came through chat agency customer confused because before tomorrow affected users can your team help us resolve
TCK-1402,Please remove inactive users from our account. The request came through web form from a startup. The customer is frustrated because not urgent. Affected users: 1. This is affecting our daily workflow.,Account,Low,web form,1,remove inactive users account request came through web form startup customer frustrated because not urgent affected users affecting daily workflow
TCK-1477,Unable to reset password using registered email. The request came through chat from a startup. The customer is frustrated because minor question. Affected users: 1. Can your team help us resolve this?,Account,Low,chat,1,unable reset password using registered email request came through chat startup customer frustrated because minor question affected users can your team help us resolve
TCK-1106,Tax details are missing from the latest invoice. The request came through email from a education team. The customer is confused because partial outage. Affected users: 5. We need a clear update from support.,Billing,Medium,email,5,tax details missing latest invoice request came through email education team customer confused because partial outage affected users need clear update support
TCK-1566,Need information about available pricing plans. The request came through web form from a enterprise. The customer is confused because not urgent. Affected users: 10. This is affecting our daily workflow.,General Query,Low,web form,10,need information about available pricing plans request came through web form enterprise customer confused because not urgent affected users 10 affecting daily workflow
TCK-1390,User invite link expired before activation. The request came through mobile app from a education team. The customer is concerned because minor question. Affected users: 1. Let us know if you need more information.,Account,Low,mobile app,1,user invite link expired before activation request came through mobile app education team customer concerned because minor question affected users let us know if need more information
TCK-1002,Card charged twice for the same billing cycle. The request came through mobile app from a retail business. The customer is waiting because small clarification. Affected users: 1. Please share the next steps.,Billing,Low,mobile app,1,card charged twice same billing cycle request came through mobile app retail business customer waiting because small clarification affected users share next steps
TCK-1672,Do you support custom onboarding for teams. The request came through help desk from a agency. The customer is frustrated because before tomorrow. Affected users: 5. This is affecting our daily workflow.,General Query,Medium,help desk,5,do support custom onboarding teams request came through help desk agency customer frustrated because before tomorrow affected users affecting daily workflow
TCK-1562,Do you support custom onboarding for teams. The request came through chat from a retail business. The customer is waiting because affecting team. Affected users: 1. Can your team help us resolve this?,General Query,Medium,chat,1,do support custom onboarding teams request came through chat retail business customer waiting because affecting team affected users can your team help us resolve
TCK-1081,Tax details are missing from the latest invoice. The request came through mobile app from a retail business. The customer is concerned because partial outage. Affected users: 1. Let us know if you need more information.,Billing,Medium,mobile app,1,tax details missing latest invoice request came through mobile app retail business customer concerned because partial outage affected users let us know if need more information
TCK-1206,API returns timeout error during order sync. The request came through mobile app from a enterprise. The customer is concerned because partial outage. Affected users: 5. Please share the next steps.,Technical Issue,Medium,mobile app,5,api returns timeout error during order sync request came through mobile app enterprise customer concerned because partial outage affected users share next steps
TCK-1035,Tax details are missing from the latest invoice. The request came through help desk from a enterprise. The customer is frustrated because before tomorrow. Affected users: 25. Can your team help us resolve this?,Billing,Medium,help desk,25,tax details missing latest invoice request came through help desk enterprise customer frustrated because before tomorrow affected users 25 can your team help us resolve
TCK-1509,Unable to reset password using registered email. The request came through chat from a enterprise. The customer is frustrated because needs attention. Affected users: 1. Please share the next steps.,Account,Medium,chat,1,unable reset password using registered email request came through chat enterprise customer frustrated because needs attention affected users share next steps
TCK-1428,Cannot update profile and organization details. The request came through email from a retail business. The customer is blocked because affecting team. Affected users: 5. Let us know if you need more information.,Account,Medium,email,5,cannot update profile organization details request came through email retail business customer blocked because affecting team affected users let us know if need more information
TCK-1455,Cannot update profile and organization details. The request came through chat from a retail business. The customer is confused because before tomorrow. Affected users: 10. Let us know if you need more information.,Account,Medium,chat,10,cannot update profile organization details request came through chat retail business customer confused because before tomorrow affected users 10 let us know if need more information
TCK-1367,Cannot update profile and organization details. The request came through chat from a agency. The customer is confused because partial outage. Affected users: 1. We need a clear update from support.,Account,Medium,chat,1,cannot update profile organization details request came through chat agency customer confused because partial outage affected users need clear update support
TCK-1092,Need refund for duplicate subscription charge. The request came through chat from a agency. The customer is concerned because security concern. Affected users: 10. This is affecting our daily workflow.,Billing,High,chat,10,need refund duplicate subscription charge request came through chat agency customer concerned because security concern affected users 10 affecting daily workflow
TCK-1340,Report export fails with server error. The request came through web form from a retail business. The customer is frustrated because affecting team. Affected users: 80. This is affecting our daily workflow.,Technical Issue,Medium,web form,80,report export fails server error request came through web form retail business customer frustrated because affecting team affected users 80 affecting daily workflow
TCK-1565,Question about product features and limits. The request came through mobile app from a startup. The customer is waiting because workflow delayed. Affected users: 25. Let us know if you need more information.,General Query,Medium,mobile app,25,question about product features limits request came through mobile app startup customer waiting because workflow delayed affected users 25 let us know if need more information
TCK-1346,API returns timeout error during order sync. The request came through help desk from a education team. The customer is waiting because business critical. Affected users: 1. We need a clear update from support.,Technical Issue,High,help desk,1,api returns timeout error during order sync request came through help desk education team customer waiting because business critical affected users need clear update support
TCK-1242,Integration webhook is not sending payloads. The request came through web form from a agency. The customer is concerned because cannot access. Affected users: 1. Please share the next steps.,Technical Issue,High,web form,1,integration webhook not sending payloads request came through web form agency customer concerned because cannot access affected users share next steps
TCK-1014,Invoice amount is incorrect after plan renewal. The request came through mobile app from a enterprise. The customer is concerned because before tomorrow. Affected users: 1. Please share the next steps.,Billing,Medium,mobile app,1,invoice amount incorrect after plan renewal request came through mobile app enterprise customer concerned because before tomorrow affected users share next steps
TCK-1316,Dashboard is loading slowly after the latest update. The request came through email from a education team. The customer is blocked because revenue impact. Affected users: 80. Let us know if you need more information.,Technical Issue,High,email,80,dashboard loading slowly after latest update request came through email education team customer blocked because revenue impact affected users 80 let us know if need more information
TCK-1601,Do you support custom onboarding for teams. The request came through chat from a enterprise. The customer is frustrated because future reference. Affected users: 5. Can your team help us resolve this?,General Query,Low,chat,5,do support custom onboarding teams request came through chat enterprise customer frustrated because future reference affected users can your team help us resolve
TCK-1388,Cannot update profile and organization details. The request came through mobile app from a retail business. The customer is frustrated because customers affected. Affected users: 1. Can your team help us resolve this?,Account,High,mobile app,1,cannot update profile organization details request came through mobile app retail business customer frustrated because customers affected affected users can your team help us resolve
TCK-1274,Integration webhook is not sending payloads. The request came through chat from a startup. The customer is confused because affecting team. Affected users: 1. We need a clear update from support.,Technical Issue,Medium,chat,1,integration webhook not sending payloads request came through chat startup customer confused because affecting team affected users need clear update support
TCK-1167,Payment failed but money was deducted from bank account. The request came through chat from a enterprise. The customer is confused because before tomorrow. Affected users: 5. This is affecting our daily workflow.,Billing,Medium,chat,5,payment failed but money deducted bank account request came through chat enterprise customer confused because before tomorrow affected users affecting daily workflow
TCK-1714,Question about product features and limits. The request came through email from a agency. The customer is concerned because nice to have. Affected users: 10. We need a clear update from support.,General Query,Low,email,10,question about product features limits request came through email agency customer concerned because nice affected users 10 need clear update support
TCK-1647,Can you explain how the trial period works. The request came through email from a agency. The customer is confused because important. Affected users: 1. Can your team help us resolve this?,General Query,Medium,email,1,can explain how trial period works request came through email agency customer confused because important affected users can your team help us resolve
TCK-1485,Unable to reset password using registered email. The request came through mobile app from a retail business. The customer is frustrated because production blocked. Affected users: 1. Let us know if you need more information.,Account,High,mobile app,1,unable reset password using registered email request came through mobile app retail business customer frustrated because production blocked affected users let us know if need more information
TCK-1703,Do you support custom onboarding for teams. The request came through email from a education team. The customer is confused because small clarification. Affected users: 80. Let us know if you need more information.,General Query,Low,email,80,do support custom onboarding teams request came through email education team customer confused because small clarification affected users 80 let us know if need more information
TCK-1505,User invite link expired before activation. The request came through help desk from a enterprise. The customer is concerned because customers affected. Affected users: 3. Let us know if you need more information.,Account,High,help desk,3,user invite link expired before activation request came through help desk enterprise customer concerned because customers affected affected users let us know if need more information
TCK-1244,Application crashes when uploading a large csv file. The request came through chat from a agency. The customer is waiting because affecting team. Affected users: 5. Can your team help us resolve this?,Technical Issue,Medium,chat,5,application crashes when uploading large csv file request came through chat agency customer waiting because affecting team affected users can your team help us resolve
TCK-1567,Need guidance on choosing the right package. The request came through chat from a agency. The customer is blocked because customers affected. Affected users: 10. This is affecting our daily workflow.,General Query,High,chat,10,need guidance choosing right package request came through chat agency customer blocked because customers affected affected users 10 affecting daily workflow
TCK-1563,Can you explain how the trial period works. The request came through web form from a retail business. The customer is confused because security concern. Affected users: 1. Can your team help us resolve this?,General Query,High,web form,1,can explain how trial period works request came through web form retail business customer confused because security concern affected users can your team help us resolve
